OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITTYPE,UNITTYPE_DESC,ASSET_NAME,ASSET_ID,SUBAREA,MATERIAL,NAT_TOP_WATER_LEVEL,WATERBODY_TYPE,EASTING,NORTHING,SUB_CATCHMENT_NBR,DATE_OF_HANDOVER,MANAGEMENT_AGREEMENT,RAMSAR_CLASS,CONSERVATION_STATUS,DATE_OF_CONSTRUCTION,ASSET_OWNER,EPMS_SEC_NO,ASCONST_PLAN_NO,METHOD_OF_CAPTURE,SOURCE,DATE_CAPTURED,DATE_LAST_UPDATED,SERVICE_STATUS,SERVICE_STATUS_CHG_DATE,SERVICE_STATUS_PLAN_NO,COMMENTS
1119408,319370,0,DST764A,SEDTRP,SEDIMENT TRAP,ELISTON WETLAND SEDIMENT POND,2372,2300,,29.59,CONST,353552,5778572,2372,,,,,2021/05/01 00:00:00+00,PVT,2372/10,2372/10/019,DIGITAL DATA,AS CONSTRUCTED,2021/06/07 09:33:15+00,2021/07/22 10:54:59+00,WIP,,,
1119409,319369,0,DWL764,WETLND,WETLAND,ELISTON WETLAND,2372,2300,,29.49,CONST,353600,5778511,2372,,,,,2021/05/01 00:00:00+00,PVT,2372/10,2372/10/019,DIGITAL DATA,AS CONSTRUCTED,2021/06/07 09:33:09+00,2021/07/22 10:54:56+00,WIP,,,
1119410,319368,0,DWL767,WETLND,WETLAND,ATHERSTONE SOUTH WETLAND,8201,8200,,106.90,CONST,287268,5822169,8201,,,,,2020/10/01 00:00:00+00,PVT,8201/18,8201/18/003,DIGITAL DATA,AS CONSTRUCTED,2021/06/30 09:38:11+00,2021/07/22 10:55:06+00,WIP,,,
1119411,319373,0,DST768,SEDTRP,SEDIMENT TRAP,KATALIA SOUTH SEDIMENT POND,6503,4420,,234.17,CONST,322459,5842867,6503,,,,,2021/06/01 00:00:00+00,PVT,6503/02,6503/02/015,DIGITAL DATA,AS CONSTRUCTED,2021/07/07 11:57:29+00,2021/07/22 10:55:12+00,WIP,,,
1119412,319372,0,DWL768,WETLND,WETLAND,KATALIA SOUTH WETLAND,6503,4420,,234.06,CONST,322482,5842834,6503,,,,,2021/06/01 00:00:00+00,PVT,6503/02,6503/02/015,DIGITAL DATA,AS CONSTRUCTED,2021/07/07 11:57:24+00,2021/07/22 10:55:09+00,WIP,,,
1119413,319367,0,DST767,SEDTRP,SEDIMENT TRAP,ATHERSTONE SOUTH WETLAND SEDIMENT POND,8201,8200,,107.00,CONST,287248,5822303,8201,,,,,2020/10/01 00:00:00+00,PVT,8201/18,8201/18/003,DIGITAL DATA,AS CONSTRUCTED,2021/06/30 09:38:16+00,2021/07/22 10:59:39+00,WIP,,,
1119414,209248,10082350,DST211,SEDTRP,SEDIMENT TRAP,HAMPTON PARK EAST SEDIMENT POND,0605,0600,,,CONST,349879.609,5787623.707,0622,,,,,1997/05/07 00:00:00+00,MW,0605/44,0605/44/001,,GRAPHICS,2002/11/19 00:00:00+00,2021/05/20 08:39:22+00,IN,,,
1119415,206913,10058553,DUL300A,LAKE,LAKE,PATTERSON LAKES - TIDAL LAKE,0101,0100,,,CONST,336873.328,5783640.179,0101,,,,,1973/01/01 00:00:00+00,MW,0101/00,0101/00/001,ORTHOPHOTO,GRAPHICS,2004/03/18 00:00:00+00,2020/07/09 14:19:05+00,IN,,,
1119416,206893,10060469,DUL300B,LAKE,LAKE,PATTERSON LAKES - TIDAL LAKE,0101,0100,,,CONST,336847.871,5784225.872,0101,,,,MWC asset,1973/01/01 00:00:00+00,MW,0101/00,0101/00/001,ORTHOPHOTO,GRAPHICS,2004/03/18 00:00:00+00,2020/07/09 14:19:01+00,IN,,,
1119417,322601,0,DUL771C,POND,WATERWAY POND,FORSYTH ROAD DRAIN POND,4077,4070,,29.25,CONST,299089,5810056,4077,,,,,2020/10/01 00:00:00+00,PVT,4077/35,4077/35/024,DIGITAL DATA,AS CONSTRUCTED,2021/07/28 13:30:17+00,2021/08/26 11:49:48+00,WIP,,,
1119418,322600,0,DUL771D,POND,WATERWAY POND,FORSYTH ROAD DRAIN POND,4077,4070,,29.25,CONST,299088,5810122,4077,,,,,2020/10/01 00:00:00+00,PVT,4077/35,4077/35/025,DIGITAL DATA,AS CONSTRUCTED,2021/07/28 13:30:12+00,2021/08/26 11:49:45+00,WIP,,,
1119419,322599,0,DUL771A,POND,WATERWAY POND,FORSYTH ROAD DRAIN POND,4077,4070,,,CONST,299097,5809897,4077,,,,,2020/10/01 00:00:00+00,PVT,4077/35,4077/35/023,DIGITAL DATA,AS CONSTRUCTED,2021/07/28 13:30:08+00,2021/08/26 11:49:43+00,WIP,,,
1119420,322598,0,DUL771B,POND,WATERWAY POND,FORSYTH ROAD DRAIN POND,4077,4070,,,CONST,299089,5809966,4077,,,,,2020/10/01 00:00:00+00,PVT,4077/35,4077/35/023,DIGITAL DATA,AS CONSTRUCTED,2021/07/28 13:30:02+00,2021/08/26 11:49:40+00,WIP,,,
1119421,322510,0,DWL643,WETLND,WETLAND,ENTERPRISE CIRCUIT WETLAND,4150,4110,,96.50,CONST,300079,5823554,4150,2018/02/19 00:00:00+00,,,,2015/07/01 00:00:00+00,MW,4150/03,4150/03/003,DIGITAL DATA,AS CONSTRUCTED,2016/11/08 00:00:00+00,2021/08/26 11:58:40+00,IN,,,
1119422,322509,0,DST643B,SEDTRP,SEDIMENT TRAP,ENTERPRISE CIRCUIT SEDIMENT POND (NORTH),4150,4110,,96.50,CONST,300103,5823569,4150,2018/02/19 00:00:00+00,,,,2015/07/01 00:00:00+00,MW,4150/03,4150/03/003,DIGITAL DATA,AS CONSTRUCTED,2016/11/08 00:00:00+00,2021/08/26 11:58:39+00,IN,,,
1119423,1007649,0,DST643,SEDTRP,SEDIMENT TRAP,ENTERPRISE CIRCUIT SEDIMENT POND (SOUTH),4150,4110,,96.50,CONST,300084,5823523,4150,2018/02/19 00:00:00+00,,,,2015/07/01 00:00:00+00,MW,4150/03,4150/03/003,DIGITAL DATA,AS CONSTRUCTED,2016/11/08 00:00:00+00,2021/08/26 11:58:40+00,IN,,,
1119424,322620,0,DUL718C,POND,WATERWAY POND,WERRIBEE WEST DRAIN POND,7716,7700,,,CONST,290841.51,5805408.75,7716,,,,,2020/03/01 00:00:00+00,PVT,7716/24,7716/24/003,ORTHOPHOTOS,GRAPHICS,2020/03/18 13:31:37+00,2021/08/26 11:50:41+00,WIP,,,
1119425,322619,0,DUL708C,POND,WATERWAY POND,ALLIANCE BUSINESS PARK CHANNEL POND,4447,4420,,,CONST,323033,5832683,4447,,,,,2019/04/01 00:00:00+00,PVT,4447/09,4447/09/002,ORTHOPHOTOS,GRAPHICS,2019/12/23 10:06:49+00,2021/08/26 11:50:38+00,WIP,,,
1119426,322618,0,DUL708D,POND,WATERWAY POND,ALLIANCE BUSINESS PARK CHANNEL POND,4447,4420,,,CONST,323065,5832794,4447,,,,,2019/04/01 00:00:00+00,PVT,4447/09,4447/09/002,ORTHOPHOTOS,GRAPHICS,2019/12/23 10:06:45+00,2021/08/26 11:50:36+00,WIP,,,
1119427,322617,0,DUL708E,POND,WATERWAY POND,ALLIANCE BUSINESS PARK CHANNEL POND,4447,4420,,,CONST,323146,5832811,4447,,,,,2019/04/01 00:00:00+00,PVT,4447/09,4447/09/002,ORTHOPHOTOS,GRAPHICS,2019/12/23 10:06:42+00,2021/08/26 11:50:33+00,WIP,,,
1119428,322616,0,DUL708B,POND,WATERWAY POND,ALLIANCE BUSINESS PARK CHANNEL POND,4447,4420,,,CONST,323011,5832496,4447,,,,,2015/11/01 00:00:00+00,PVT,4447/09,4447/09/002,ORTHOPHOTOS,GRAPHICS,2019/12/23 10:06:38+00,2021/08/26 11:50:30+00,WIP,,,
1119429,1025022,0,SWFC-FS-WTLD01,WETLND,WETLAND,COCOROC ADMIN WETLAND (WTP ADMIN COMPLEX),COCO,,,,CONST,292266,5796971,9896,,,,,2020/03/23 00:00:00+00,MW,5502/04,C5502/04/103,ORTHOPHOTOS,INDICATIVE,2020/11/12 14:14:03+00,2020/11/19 13:01:56+00,IN,,,
1119430,322615,0,DUL708A,POND,WATERWAY POND,ALLIANCE BUSINESS PARK CHANNEL POND,4447,4420,,,CONST,322993,5832320,4447,,,,,2015/11/01 00:00:00+00,PVT,4447/09,4447/09/002,ORTHOPHOTOS,GRAPHICS,2019/12/23 10:06:35+00,2021/08/26 11:50:28+00,WIP,,,
1119431,322614,0,DUL670C,POND,WATERWAY POND,TRIB OF STONY HILL CREEK POND,4150,4110,,,CONST,299387,5824186,4150,,Y,,,2017/09/01 00:00:00+00,PVT,4150/10,4150/10/002,ORTHOPHOTOS,GRAPHICS,2018/04/24 15:21:36+00,2021/08/26 11:50:25+00,WIP,,,
1119432,322613,0,DUL670B,POND,WATERWAY POND,TRIB OF STONY HILL CREEK POND,4150,4110,,,CONST,299430,5824074,4150,,Y,,,2017/09/01 00:00:00+00,PVT,4150/10,4150/10/002,ORTHOPHOTOS,GRAPHICS,2018/04/24 15:21:31+00,2021/08/26 11:50:22+00,WIP,,,
1119433,322612,0,DUL670A,POND,WATERWAY POND,TRIB OF STONY HILL CREEK POND,4150,4110,,,CONST,299543,5823994,4150,,Y,,,2017/09/01 00:00:00+00,PVT,4150/10,4150/10/002,ORTHOPHOTOS,GRAPHICS,2018/04/24 15:21:27+00,2021/08/26 11:50:20+00,WIP,,,
1119434,322602,0,DUL749,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4120,,,CONST,291264,5823468,4140,,,,,2020/10/01 00:00:00+00,PVT,4140/14,4140/14/051,DIGITAL DATA,DESIGN,2020/12/14 11:44:03+00,2021/08/26 11:49:51+00,WIP,,,
1119435,322604,0,DUL756A,POND,WATERWAY POND,CLYDE CREEK POND,2371,2300,,,CONST,354775,5779952,2371,,,,,2018/05/01 00:00:00+00,PVT,2371/80,2371/80/011,ORTHOPHOTOS,GRAPHICS,2021/04/07 14:25:22+00,2021/08/26 11:49:58+00,WIP,,,
1119436,322603,0,DUL756B,POND,WATERWAY POND,CLYDE CREEK POND,2371,2300,,,CONST,354791,5780354,2371,,,,,2018/05/01 00:00:00+00,PVT,2371/80,2371/80/011,ORTHOPHOTOS,GRAPHICS,2021/04/07 14:25:18+00,2021/08/26 11:49:55+00,WIP,,,
1119437,322514,0,DUL762,POND,WATERWAY POND,LIFE ESTATE POND,8075,8000,,6.94,CONST,301922,5801342,8075,,,,,2020/12/01 00:00:00+00,PVT,8075/21,8075/21/028,DIGITAL DATA,AS CONSTRUCTED,2021/05/10 10:35:55+00,2021/08/26 11:45:50+00,WIP,,,
1119438,322564,0,DUL670E,POND,WATERWAY POND,TRIB OF STONY HILL CREEK POND,4150,4110,,113.14,CONST,299332,5824446,4150,,,,,2021/01/01 00:00:00+00,PVT,4150/14,4150/14/006,DIGITAL DATA,AS CONSTRUCTED,2021/05/05 15:52:50+00,2021/08/26 11:48:10+00,WIP,,,
1119439,322563,0,DUL670D,POND,WATERWAY POND,TRIB OF STONY HILL CREEK POND,4150,4110,,110.80,CONST,299362,5824263,4150,,,,,2021/01/01 00:00:00+00,PVT,4150/14,4150/14/006,DIGITAL DATA,AS CONSTRUCTED,2021/05/05 15:52:45+00,2021/08/26 11:48:07+00,WIP,,,
1119440,322550,0,DUL742H,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290745,5823285,4140,,,,,2021/02/01 00:00:00+00,PVT,4140/29,4140/29/002,DIGITAL DATA,AS CONSTRUCTED,2021/04/14 15:09:54+00,2021/08/26 11:47:33+00,WIP,,,
1119441,322549,0,DUL742I,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290662,5823166,4140,,,,,2021/02/01 00:00:00+00,PVT,4140/29,4140/29/002,DIGITAL DATA,AS CONSTRUCTED,2021/04/14 15:09:49+00,2021/08/26 11:47:30+00,WIP,,,
1119442,322527,0,DUL750D,POND,WATERWAY POND,QUAIL AVENUE POND,6061,4600,,,CONST,335714,5847117,6061,,,,,2020/10/01 00:00:00+00,PVT,6062/03,6062/03/011,DIGITAL DATA,AS CONSTRUCTED,2021/01/18 14:07:00+00,2021/08/26 11:46:24+00,WIP,,,
1119443,322526,0,DUL750C,POND,WATERWAY POND,QUAIL AVENUE POND,6061,4600,,,CONST,335699,5847115,6061,,,,,2020/10/01 00:00:00+00,PVT,6062/03,6062/03/011,DIGITAL DATA,AS CONSTRUCTED,2021/01/18 14:06:55+00,2021/08/26 11:46:21+00,WIP,,,
1119444,322525,0,DUL750B,POND,WATERWAY POND,QUAIL AVENUE POND,6061,4600,,,CONST,335609,5847098,6061,,,,,2020/10/01 00:00:00+00,PVT,6062/03,6062/03/011,DIGITAL DATA,AS CONSTRUCTED,2021/01/18 14:06:51+00,2021/08/26 11:46:19+00,WIP,,,
1119445,322524,0,DUL750A,POND,WATERWAY POND,QUAIL AVENUE POND,6061,4600,,,CONST,335568,5847071,6061,,,,,2020/10/01 00:00:00+00,PVT,6062/03,6062/03/011,DIGITAL DATA,AS CONSTRUCTED,2021/01/18 14:06:45+00,2021/08/26 11:46:16+00,WIP,,,
1119446,322548,0,DUL747D,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,21.60,CONST,289491,5801575,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 13:21:05+00,2021/08/26 11:47:27+00,WIP,,,
1119447,322530,0,DUL747B,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,20.46,CONST,289690,5801570,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:32:51+00,2021/08/26 11:46:33+00,WIP,,,
1119448,322547,0,DUL747C,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,20.46,CONST,289639,5801575,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:32:46+00,2021/08/26 11:47:25+00,WIP,,,
1119449,322546,0,DUL747A,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,19.55,CONST,289798,5801543,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:32:42+00,2021/08/26 11:47:22+00,WIP,,,
1119450,322528,0,DUL747G,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,19.59,CONST,290040,5801942,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:32:28+00,2021/08/26 11:46:27+00,WIP,,,
1119451,322545,0,DUL747I,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,20.29,CONST,289929,5802060,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:32:23+00,2021/08/26 11:47:19+00,WIP,,,
1119452,322544,0,DUL747E,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,19.50,CONST,290081,5801811,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:31:49+00,2021/08/26 11:47:17+00,WIP,,,
1119453,322529,0,DUL747F,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,19.55,CONST,290050,5801877,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:31:45+00,2021/08/26 11:46:30+00,WIP,,,
1119454,322543,0,DUL747H,POND,WATERWAY POND,SHEARWATER VILLAGE POND,7701,7700,,19.91,CONST,289952,5801998,7701,,,,,2019/06/01 00:00:00+00,PVT,7701/25,7701/25/002,DIGITAL DATA,AS CONSTRUCTED,2020/12/02 11:31:39+00,2021/08/26 11:47:14+00,WIP,,,
1119455,322539,0,DUL742K,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290458.20,5823047.32,4140,,,,,2020/08/01 00:00:00+00,PVT,4140/31,4140/31/014,DIGITAL DATA,AS CONSTRUCTED,2020/11/18 10:08:45+00,2021/08/26 11:47:03+00,WIP,,,
1119456,322540,0,DUL742L,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290324.66,5823022.32,4140,,,,,2020/08/01 00:00:00+00,PVT,4140/31,4140/31/014,DIGITAL DATA,AS CONSTRUCTED,2020/11/18 10:08:40+00,2021/08/26 11:47:06+00,WIP,,,
1119457,322541,0,DUL742M,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290190.38,5823054.11,4140,,,,,2020/08/01 00:00:00+00,PVT,4140/31,4140/31/014,DIGITAL DATA,AS CONSTRUCTED,2020/11/18 10:08:36+00,2021/08/26 11:47:09+00,WIP,,,
1119458,322542,0,DUL742J,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290616.27,5823102.92,4140,,,,,2020/08/01 00:00:00+00,PVT,4140/31,4140/31/014,DIGITAL DATA,AS CONSTRUCTED,2020/11/18 10:08:31+00,2021/08/26 11:47:11+00,WIP,,,
1119459,322562,0,DUL745A,POND,WATERWAY POND,CRANBOURNE SOUTH DRAIN POND,0712,0700,,42.84,CONST,345127,5779048,0712,,,,,2020/07/01 00:00:00+00,PVT,0712/03,0712/03/003,DIGITAL DATA,AS CONSTRUCTED,2020/10/28 14:08:59+00,2021/08/26 11:48:04+00,WIP,,,
1119460,322561,0,DUL745B,POND,WATERWAY POND,CRANBOURNE SOUTH DRAIN POND,0712,0700,,43.33,CONST,345129,5778995,0712,,,,,2020/07/01 00:00:00+00,PVT,0712/03,0712/03/003,DIGITAL DATA,AS CONSTRUCTED,2020/10/28 14:08:54+00,2021/08/26 11:48:02+00,WIP,,,
1119461,322560,0,DUL744C,POND,WATERWAY POND,CRANBOURNE SOUTH DRAIN POND,0712,0700,,,CONST,345864,5778594,0712,,,,,2020/06/01 00:00:00+00,PVT,0712/05,0712/05/004,DIGITAL DATA,AS CONSTRUCTED,2020/10/21 14:09:16+00,2021/08/26 11:47:59+00,WIP,,,
1119462,322559,0,DUL744B,POND,WATERWAY POND,CRANBOURNE SOUTH DRAIN POND,0712,0700,,,CONST,345627,5778705,0712,,,,,2020/06/01 00:00:00+00,PVT,0712/05,0712/05/003,DIGITAL DATA,AS CONSTRUCTED,2020/10/21 14:09:12+00,2021/08/26 11:47:56+00,WIP,,,
1119463,322558,0,DUL744A,POND,WATERWAY POND,CRANBOURNE SOUTH DRAIN POND,0712,0700,,,CONST,345466,5778749,0712,,,,,2020/06/01 00:00:00+00,PVT,0712/05,0712/05/003,DIGITAL DATA,AS CONSTRUCTED,2020/10/21 14:09:06+00,2021/08/26 11:47:54+00,WIP,,,
1119464,322557,0,DUL742A,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,291209,5823501,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:44+00,2021/08/26 11:47:51+00,WIP,,,
1119465,322556,0,DUL742D,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290989,5823405,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:39+00,2021/08/26 11:47:48+00,WIP,,,
1119466,322555,0,DUL742B,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,291094,5823527,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:35+00,2021/08/26 11:47:46+00,WIP,,,
1119467,322554,0,DUL742E,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290962,5823360,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:30+00,2021/08/26 11:47:43+00,WIP,,,
1119468,322553,0,DUL742F,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290910,5823328,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:25+00,2021/08/26 11:47:40+00,WIP,,,
1119469,322552,0,DUL742G,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,290832,5823312,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:21+00,2021/08/26 11:47:38+00,WIP,,,
1119470,322551,0,DUL742C,POND,WATERWAY POND,THORNHILL PARK WATERWAY POND,4140,4110,,,CONST,291023,5823448,4140,,,,,2020/09/01 00:00:00+00,PVT,4140/13,4140/13/022,DIGITAL DATA,AS CONSTRUCTED,2020/10/07 13:06:16+00,2021/08/26 11:47:35+00,WIP,,,
1119471,322597,0,DUL739B,POND,WATERWAY POND,LAVERTON CREEK POND,4080,4080,,72.925,CONST,300473,5818121,4080,,,,,2020/08/01 00:00:00+00,PVT,4080/61,4080/61/005,DIGITAL DATA,AS CONSTRUCTED,2020/09/16 09:42:16+00,2021/08/26 11:49:37+00,WIP,,,
1119472,322596,0,DUL739A,POND,WATERWAY POND,LAVERTON CREEK POND,4080,4080,,72.40,CONST,300667,5818106,4080,,,,,2020/08/01 00:00:00+00,PVT,4080/61,4080/61/005,DIGITAL DATA,AS CONSTRUCTED,2020/09/16 09:42:11+00,2021/08/26 11:49:35+00,WIP,,,
1119473,322589,0,DUL734,POND,WATERWAY POND,DI MARIA PONDAGE STILLING POND,4480,4420,,211.80,CONST,314558,5837747,4480,,,,,2019/10/01 00:00:00+00,PVT,4480/15,4480/15/002,DIGITAL DATA,AS CONSTRUCTED,2020/09/03 10:42:45+00,2021/08/26 11:49:16+00,WIP,,,
1119474,322538,0,DUL729G,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355207,5779282,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:15:28+00,2021/08/26 11:46:59+00,WIP,,,
1119475,322537,0,DUL729A,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355547,5778777,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:15:23+00,2021/08/26 11:46:56+00,WIP,,,
1119476,322536,0,DUL729B,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355429,5778837,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:15:18+00,2021/08/26 11:46:53+00,WIP,,,
1119477,322535,0,DUL729C,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355408,5778941,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:15:13+00,2021/08/26 11:46:50+00,WIP,,,
1119478,322534,0,DUL729D,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355384,5779061,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:15:09+00,2021/08/26 11:46:46+00,WIP,,,
1119479,322533,0,DUL729E,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355345,5779162,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:15:04+00,2021/08/26 11:46:43+00,WIP,,,
1119480,322532,0,DUL729F,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355297,5779219,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:14:59+00,2021/08/26 11:46:40+00,WIP,,,
1119481,322531,0,DUL729H,POND,WATERWAY POND,CLYDE CREEK RIFFLE POND,2371,2300,,,CONST,355060,5779382,2371,,,,,2020/04/01 00:00:00+00,PVT,2371/81,2371/81/003,DIGITAL DATA,AS CONSTRUCTED,2020/08/12 15:14:54+00,2021/08/26 11:46:36+00,WIP,,,
1119482,322523,0,DUL279E,POND,WATERWAY POND,RIFFLE POND,4088,4080,,30.26,CONST,300182,5810679,4088,,,,,2020/06/01 00:00:00+00,PVT,4088/31,4088/31/009,DIGITAL DATA,AS CONSTRUCTED,2020/08/06 11:01:38+00,2021/08/26 11:46:14+00,WIP,,,
1119483,322522,0,DUL279D,POND,WATERWAY POND,RIFFLE POND,4088,4080,,29.66,CONST,300175,5810572,4088,,,,,2020/06/01 00:00:00+00,PVT,4088/31,4088/31/009,DIGITAL DATA,AS CONSTRUCTED,2020/08/06 11:01:34+00,2021/08/26 11:46:11+00,WIP,,,
1119484,322521,0,DUL279C,POND,WATERWAY POND,RIFFLE POND,4088,4080,,29.26,CONST,300190,5810499,4088,,,,,2020/06/01 00:00:00+00,PVT,4088/31,4088/31/009,DIGITAL DATA,AS CONSTRUCTED,2020/08/06 11:01:29+00,2021/08/26 11:46:08+00,WIP,,,
1119485,322520,0,DUL279B,POND,WATERWAY POND,RIFFLE POND,4088,4080,,28.38,CONST,300187,5810349,4088,,,,,2020/06/01 00:00:00+00,PVT,4088/31,4088/31/009,DIGITAL DATA,AS CONSTRUCTED,2020/08/06 11:01:24+00,2021/08/26 11:46:06+00,WIP,,,
1119486,322519,0,DUL279A,POND,WATERWAY POND,RIFFLE POND,4088,4080,,27.55,CONST,300174,5810207,4088,,,,,2020/06/01 00:00:00+00,PVT,4088/31,4088/31/009,DIGITAL DATA,AS CONSTRUCTED,2020/08/06 11:01:19+00,2021/08/26 11:46:03+00,WIP,,,
1119487,322518,0,DUL727A,POND,WATERWAY POND,RIFFLE POND,7713,7700,,21.60,CONST,289422,5801585,7713,,,,,2019/10/01 00:00:00+00,PVT,7713/04,7713/04/002,DIGITAL DATA,AS CONSTRUCTED,2020/07/28 11:36:56+00,2021/08/26 11:46:00+00,WIP,,,
1119488,322515,0,DUL727B,POND,WATERWAY POND,RIFFLE POND,7713,7700,,22.46,CONST,289321,5801616,7713,,,,,2019/10/01 00:00:00+00,PVT,7713/04,7713/04/002,DIGITAL DATA,AS CONSTRUCTED,2020/07/28 11:36:52+00,2021/08/26 11:45:52+00,WIP,,,
1119489,322516,0,DUL727C,POND,WATERWAY POND,RIFFLE POND,7713,7700,,23.38,CONST,289225,5801671,7713,,,,,2019/10/01 00:00:00+00,PVT,7713/04,7713/04/002,DIGITAL DATA,AS CONSTRUCTED,2020/07/28 11:36:47+00,2021/08/26 11:45:55+00,WIP,,,
1119490,322517,0,DUL727D,POND,WATERWAY POND,RIFFLE POND,7713,7700,,23.38,CONST,289195,5801695,7713,,,,,2019/10/01 00:00:00+00,PVT,7713/04,7713/04/002,DIGITAL DATA,AS CONSTRUCTED,2020/07/28 11:36:41+00,2021/08/26 11:45:58+00,WIP,,,
